Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
22.86,84.50,0.00,0.00,19.93,22.64,23.80,90.83,86.22,83.11,0.00,258.73,-0.00,-0.00,117.38,-0.00
22.60,86.62,0.00,0.00,19.85,24.12,25.14,90.98,79.13,75.85,-0.00,355.45,0.00,0.00,192.60,0.00
22.29,87.00,0.00,0.00,20.48,25.01,24.10,87.85,75.07,81.54,-0.00,432.46,-0.00,0.00,220.98,-0.00
21.79,87.00,0.00,0.00,20.41,24.64,23.97,88.78,81.67,83.05,16.54,412.55,0.00,48.21,283.51,0.00
21.23,88.88,0.00,0.00,21.60,25.82,24.39,83.36,75.58,81.07,85.42,233.93,-0.00,200.68,652.69,-0.00
20.69,88.12,0.00,0.00,22.55,27.42,22.75,83.37,66.13,90.97,167.14,173.68,0.00,145.21,801.75,0.00
20.19,88.88,0.00,0.00,22.97,26.98,22.69,84.30,68.61,90.54,265.05,159.01,0.00,120.25,683.83,-0.00
20.06,89.38,0.00,0.00,24.03,27.19,22.78,79.63,64.74,88.11,353.29,187.78,0.00,191.42,490.24,-0.00
20.41,88.38,0.00,0.00,24.66,27.14,21.20,77.03,64.26,97.65,422.20,142.60,-0.00,215.74,323.44,-0.00
20.60,87.38,16.81,49.00,24.71,26.62,22.39,81.28,66.79,89.72,414.58,72.56,1.33,284.91,113.80,0.00
21.35,85.12,83.69,196.62,25.98,25.51,22.86,74.73,72.72,83.87,236.69,6.45,9.24,660.37,8.24,-0.00
22.55,83.38,167.12,145.19,27.25,25.61,21.65,66.94,72.68,92.24,171.65,0.00,32.18,792.37,0.00,0.38
23.25,82.38,271.38,123.12,27.29,24.17,22.87,67.18,81.00,81.50,162.63,-0.00,150.80,699.38,-0.00,37.08
23.96,80.12,351.12,190.25,27.30,24.57,21.29,64.25,79.18,89.37,189.26,0.00,311.98,494.12,0.00,134.76
24.36,79.00,411.94,210.50,27.14,23.99,23.25,64.26,82.15,77.39,142.61,-0.00,371.92,323.47,-0.00,71.77
24.77,80.88,416.62,286.31,26.54,23.90,22.36,67.15,83.47,85.67,72.19,0.00,332.02,113.21,0.00,126.86
26.12,73.88,239.44,668.06,25.63,23.92,24.37,72.11,83.98,78.79,6.50,-0.00,322.20,8.31,-0.00,379.15
27.11,67.75,169.62,783.00,25.34,23.03,25.84,74.09,89.18,72.24,0.00,0.00,329.98,0.00,0.00,85.41
27.55,65.75,166.25,714.94,24.36,22.98,24.12,79.94,88.77,82.00,-0.00,0.00,195.43,-0.00,-0.00,10.56
27.39,63.75,190.75,498.00,24.29,22.87,22.54,80.84,87.55,91.78,0.00,0.00,99.99,0.00,0.00,1.86
27.14,64.25,142.62,323.50,23.94,21.84,24.39,82.45,93.57,79.57,-0.00,-0.00,61.80,-0.00,0.00,0.13
26.48,67.50,71.81,112.62,23.87,22.29,23.03,83.67,90.36,86.48,0.00,1.32,41.30,0.00,-0.00,-0.00
25.73,71.50,6.56,8.38,23.69,22.36,22.94,85.43,87.13,85.90,-0.00,8.93,4.13,-0.00,0.00,0.00
25.12,75.50,0.00,0.00,23.18,21.67,23.20,88.28,92.06,84.18,0.00,32.25,0.00,0.00,0.38,-0.00
24.52,78.88,0.00,0.00,23.12,22.26,21.22,87.89,85.37,97.59,-0.00,144.78,-0.00,-0.00,35.60,0.00
24.05,82.50,0.00,0.00,22.91,21.70,22.29,87.28,86.94,85.49,0.00,321.52,0.00,0.00,138.88,-0.00
23.90,82.75,0.00,0.00,22.16,23.08,21.84,91.54,78.32,85.02,-0.00,367.65,-0.00,-0.00,70.94,0.00
23.84,83.88,0.00,0.00,22.24,22.85,20.57,90.68,82.90,93.86,1.31,344.39,0.00,0.00,131.59,-0.00
23.49,86.88,0.00,0.00,22.11,24.53,21.94,88.75,77.90,87.09,8.78,326.04,-0.00,-0.00,383.67,-0.00
23.30,87.38,0.00,0.00,21.69,25.50,21.62,91.97,74.06,90.39,32.28,322.43,-0.00,0.38,83.45,-0.00
23.24,87.00,0.00,0.00,21.96,24.51,20.63,87.31,79.81,97.11,141.76,201.28,-0.00,34.86,10.87,-0.00
22.95,87.00,0.00,0.00,21.90,23.23,21.71,85.72,87.70,90.56,326.29,105.40,0.00,140.94,1.96,0.00
22.43,89.50,0.00,0.00,23.00,23.79,21.05,78.78,83.29,96.66,365.51,59.37,0.00,70.53,0.13,0.00
22.20,91.00,1.31,0.00,23.09,22.99,21.57,81.51,86.74,92.01,350.57,41.18,6.93,133.95,-0.00,-0.00
21.89,90.38,8.62,0.00,24.61,22.71,22.93,77.45,87.39,79.89,327.96,4.07,58.63,385.93,0.00,8.97
21.70,91.88,32.31,0.38,25.33,22.70,21.60,74.97,87.40,87.28,318.65,0.00,143.34,82.48,-0.00,138.05
21.70,89.25,138.75,34.12,24.71,21.73,22.83,78.72,94.30,79.08,204.20,-0.00,168.41,11.03,0.00,573.90
22.07,84.50,331.06,143.00,23.57,22.05,25.98,85.66,86.99,60.55,108.11,0.00,162.92,2.01,-0.00,780.70
22.93,79.25,363.38,70.12,23.50,21.59,27.00,85.14,86.63,50.63,58.15,-0.00,158.64,0.12,0.00,771.24
23.30,80.12,356.75,136.31,22.97,21.06,27.46,86.87,90.81,46.75,41.12,0.00,163.59,-0.00,-0.00,792.17
24.68,77.00,329.88,388.19,22.59,21.94,28.93,88.14,87.04,42.59,4.03,-0.00,176.46,0.00,0.00,859.08
25.19,75.88,314.88,81.50,22.45,21.74,27.84,89.01,89.63,49.08,0.00,0.00,155.11,-0.00,-0.00,758.68
24.88,77.62,207.12,11.19,21.98,21.19,27.82,92.65,93.56,50.11,-0.00,-0.00,144.96,0.00,-0.00,716.58
23.86,83.62,110.81,2.06,21.93,21.70,27.93,87.75,90.59,49.10,0.00,0.00,134.35,-0.00,-0.00,630.08
23.24,87.00,56.94,0.12,21.46,21.39,29.22,87.44,94.46,44.63,-0.00,0.00,138.54,0.00,0.00,486.98
22.95,87.00,41.06,0.00,21.30,21.64,27.61,89.28,91.56,48.90,0.00,6.97,72.03,-0.00,0.00,272.13
22.49,88.88,4.00,0.00,21.95,22.32,25.95,87.02,83.70,53.60,-0.00,56.28,7.17,0.00,8.61,25.22
22.24,90.62,0.00,0.00,21.80,21.87,23.88,89.26,85.70,60.53,0.00,146.14,0.00,0.00,140.75,0.00
22.20,91.00,0.00,0.00,21.46,23.04,22.53,91.78,77.92,62.62,-0.00,171.05,-0.00,-0.00,582.89,-0.00
21.83,88.50,0.00,0.00,21.70,25.98,21.29,90.60,60.53,71.73,-0.00,162.99,0.00,-0.00,781.04,0.00
21.35,88.25,0.00,0.00,21.56,27.48,22.53,93.35,49.00,73.75,-0.00,164.47,-0.00,-0.00,799.62,-0.00
21.51,87.75,0.00,0.00,21.67,27.89,22.58,91.34,45.38,79.79,6.98,169.05,0.00,0.00,818.59,0.00
21.95,87.00,0.00,0.00,22.02,28.80,21.28,85.60,42.99,90.07,55.11,174.88,-0.00,8.43,851.42,-0.00
21.85,88.88,0.00,0.00,22.00,28.39,21.75,84.91,47.29,86.97,147.54,161.75,0.00,142.09,791.12,0.00
21.70,90.00,0.00,0.00,23.15,28.38,23.39,77.33,48.24,75.24,172.37,151.29,0.00,587.39,747.89,-0.00
21.70,90.62,0.00,0.00,25.99,28.40,23.04,60.51,47.55,76.09,163.02,139.20,-0.00,781.21,652.85,0.00
21.70,92.25,0.00,0.00,27.72,28.58,22.04,48.19,46.87,81.45,167.39,132.74,0.00,813.81,466.58,0.00
21.70,91.12,7.00,0.00,28.11,26.94,20.02,44.69,51.51,91.93,171.77,68.86,15.69,831.79,260.16,37.95
21.76,87.50,53.94,8.25,28.73,25.58,20.64,43.18,55.11,82.23,174.10,6.99,84.73,847.58,24.58,180.49
22.11,84.12,148.94,143.44,28.66,24.23,21.47,46.40,59.08,66.95,165.06,0.00,165.12,807.34,0.00,242.88
23.24,76.75,173.69,591.88,28.66,23.09,22.20,47.31,60.31,58.83,154.45,-0.00,192.27,763.54,-0.00,471.56
25.99,60.50,163.06,781.38,28.64,21.95,23.71,46.78,68.61,54.88,141.63,0.00,251.61,664.23,0.00,562.39
27.93,47.38,170.31,828.00,28.26,22.36,24.85,48.00,74.69,54.59,129.84,-0.00,203.49,456.39,-0.00,822.36
28.30,44.00,174.50,845.00,26.60,22.38,26.06,52.81,80.95,51.49,67.27,0.00,207.66,254.17,0.00,912.34
28.68,43.38,173.31,843.75,25.39,21.79,24.98,55.87,87.04,52.95,6.90,-0.00,242.54,24.26,-0.00,744.14
28.90,45.50,168.38,823.56,24.41,22.17,25.78,58.35,84.54,46.28,0.00,0.00,262.60,0.00,0.00,683.62
28.90,46.38,157.62,779.19,23.37,22.84,26.04,59.16,78.43,43.52,-0.00,0.00,281.29,-0.00,-0.00,537.04
28.84,46.00,144.06,675.62,22.28,22.39,25.36,67.06,79.99,44.08,0.00,-0.00,208.78,0.00,0.00,489.87
27.99,49.12,126.94,446.19,22.27,21.65,23.79,75.15,83.85,48.22,-0.00,0.00,147.17,-0.00,0.00,207.09
26.31,54.12,65.69,248.19,22.29,20.58,21.55,81.54,88.53,54.45,0.00,16.38,57.42,0.00,39.60,13.92
25.23,56.62,6.81,23.94,22.04,21.11,22.15,85.52,79.68,51.10,-0.00,87.74,5.43,-0.00,186.90,0.06
24.56,57.62,0.00,0.00,22.37,21.84,21.27,83.33,65.29,54.32,0.00,169.69,0.00,0.00,249.60,-0.00
23.61,58.00,0.00,0.00,22.56,22.79,21.51,80.02,56.54,53.13,0.00,201.13,-0.00,-0.00,493.31,0.00
22.57,65.50,0.00,0.00,22.07,23.84,20.53,81.93,54.38,53.13,-0.00,253.99,0.00,0.00,567.72,-0.00
22.20,75.62,0.00,0.00,21.46,24.57,21.06,85.05,55.74,47.47,0.00,199.55,-0.00,-0.00,806.46,0.00
22.20,82.12,0.00,0.00,20.86,25.41,19.34,86.82,54.12,51.73,16.72,198.86,0.00,40.42,873.67,-0.00
22.26,84.00,0.00,0.00,21.34,24.99,19.24,78.40,52.92,51.88,89.25,242.71,-0.00,190.11,744.66,0.00
22.55,82.12,0.00,0.00,22.02,25.38,17.13,64.45,47.70,59.89,171.97,255.43,-0.00,252.95,664.93,-0.00
22.33,81.62,0.00,0.00,23.09,25.47,17.34,55.40,45.45,59.43,205.57,270.71,-0.00,504.19,516.83,0.00
21.79,83.88,0.00,0.00,23.90,24.92,16.57,54.13,45.54,61.50,255.19,202.67,-0.00,570.39,475.53,0.00
21.29,86.25,0.00,0.00,24.43,23.70,19.49,56.31,48.55,48.41,197.59,146.18,0.00,798.51,205.70,0.00
21.10,85.12,17.06,41.25,25.09,22.08,20.35,55.44,52.54,43.08,194.46,59.77,18.04,854.33,14.49,22.29
21.54,77.12,90.75,193.31,25.00,22.08,20.17,52.90,51.36,43.91,242.79,5.41,87.38,744.93,0.06,74.14
22.18,63.62,174.25,256.31,25.17,21.50,21.31,48.41,53.47,41.88,251.84,0.00,175.57,655.59,-0.00,277.04
23.34,54.25,210.00,515.06,25.18,21.36,20.78,46.42,53.69,46.15,265.41,-0.00,167.33,506.73,0.00,616.65
23.96,53.88,256.38,573.06,24.71,20.61,21.98,46.27,52.81,43.40,199.62,0.00,167.51,468.36,-0.00,820.83
24.31,56.88,195.62,790.56,23.65,20.57,23.40,48.71,49.23,36.37,145.68,-0.00,180.80,205.00,0.00,897.36
24.81,56.75,190.06,835.00,22.34,19.44,23.09,51.58,51.37,36.78,60.94,0.00,173.14,14.77,-0.00,852.09
25.00,52.88,242.88,745.19,22.04,19.11,24.47,51.49,52.38,36.79,5.39,-0.00,183.35,0.06,0.00,898.31
25.00,49.12,248.25,646.25,21.61,17.80,23.56,53.05,57.25,36.93,0.00,-0.00,155.95,-0.00,0.00,769.10
24.94,47.38,260.12,496.62,21.29,17.66,24.70,53.97,58.16,34.63,-0.00,-0.00,158.00,0.00,0.00,789.20
24.52,47.00,196.56,461.19,20.65,17.24,24.74,52.66,58.81,37.64,0.00,-0.00,139.49,-0.00,0.00,707.60
23.61,48.88,145.19,204.31,20.33,19.03,23.71,50.12,50.14,43.76,-0.00,-0.00,109.31,0.00,-0.00,546.74
22.57,50.62,62.12,15.06,19.49,19.78,23.85,51.18,44.98,43.66,0.00,17.37,74.91,-0.00,21.46,345.06
22.01,51.62,5.38,0.06,19.05,20.00,20.79,52.63,44.45,54.11,-0.00,86.35,6.98,0.00,73.26,28.97
21.71,52.62,0.00,0.00,18.14,21.01,21.20,55.94,42.82,52.73,0.00,171.98,0.00,0.00,271.36,0.00
21.23,54.25,0.00,0.00,17.82,20.98,21.10,57.52,45.51,52.31,0.00,169.76,-0.00,0.00,625.60,-0.00
20.69,52.50,0.00,0.00,17.57,21.77,19.44,57.46,44.08,58.55,-0.00,165.06,0.00,0.00,808.86,0.00
20.12,51.00,0.00,0.00,18.79,22.93,19.99,51.01,37.69,58.33,-0.00,175.09,-0.00,0.00,869.02,-0.00
19.53,51.00,0.00,0.00,19.49,23.12,18.60,45.93,36.70,66.77,17.03,173.51,0.00,21.04,853.92,0.00
18.99,52.88,0.00,0.00,19.91,24.09,17.77,44.73,37.84,74.05,85.83,178.67,-0.00,72.82,875.40,-0.00
18.43,54.62,0.00,0.00,20.86,24.08,17.49,43.28,35.65,80.00,170.18,162.20,0.00,268.53,799.89,0.00
17.95,56.88,0.00,0.00,21.08,24.67,17.49,45.20,34.69,80.00,170.97,157.72,0.00,630.08,787.79,0.00
17.86,56.12,0.00,0.00,21.66,24.75,16.64,44.41,37.63,84.00,163.84,139.53,-0.00,802.87,707.77,0.00
18.59,51.88,0.00,0.00,22.69,23.94,15.08,38.34,43.07,89.31,172.23,111.16,0.00,854.86,555.96,0.00
19.25,46.88,16.69,20.62,23.14,23.29,17.12,36.66,45.58,75.81,173.69,72.11,21.26,854.83,332.15,91.89
19.84,45.00,85.31,72.38,23.90,21.33,19.06,38.36,52.18,70.67,176.34,7.27,88.18,863.95,30.17,414.31
20.73,43.75,168.38,265.69,24.34,21.18,21.60,35.02,52.80,61.16,165.32,0.00,120.22,815.29,0.00,606.94
21.16,44.88,172.19,634.56,24.66,20.51,24.05,34.72,54.71,47.12,157.58,-0.00,150.45,787.08,-0.00,733.84
21.57,44.75,162.62,796.88,24.75,19.39,25.47,37.62,58.78,44.77,139.54,0.00,194.52,707.86,0.00,755.91
22.49,39.00,169.38,840.69,24.05,19.31,26.91,42.73,61.48,41.57,112.08,-0.00,264.11,560.58,-0.00,725.72
23.15,36.62,173.88,855.75,23.00,18.41,28.78,46.54,67.70,36.34,70.71,0.00,298.50,325.70,0.00,761.28
23.74,38.88,174.00,852.50,21.60,17.83,29.27,51.21,73.72,39.99,7.41,-0.00,248.36,30.78,-0.00,817.49
24.56,34.38,168.44,830.69,21.17,17.40,27.60,52.84,80.50,45.75,0.00,-0.00,195.88,0.00,0.00,713.19
24.65,34.75,157.44,786.38,20.21,17.16,29.01,55.92,82.00,37.23,-0.00,-0.00,172.56,-0.00,0.00,802.44
24.75,37.62,139.56,707.94,19.36,16.64,27.59,58.89,84.00,43.15,0.00,0.00,163.43,0.00,0.00,572.58
24.15,42.38,113.00,565.19,18.97,15.58,26.98,63.05,86.34,51.01,-0.00,0.00,156.24,-0.00,0.00,256.95
22.76,47.50,69.31,319.25,18.32,16.51,25.61,68.16,79.40,60.34,0.00,20.41,65.98,0.00,88.22,43.16
21.83,50.25,7.56,31.38,17.86,18.72,25.01,73.55,72.46,63.97,-0.00,86.15,5.38,-0.00,404.78,2.12
21.16,52.88,0.00,0.00,17.36,21.70,24.91,80.75,60.71,64.75,0.00,121.14,0.00,0.00,611.59,0.00
19.96,57.12,0.00,0.00,16.99,23.99,23.14,83.00,47.31,73.54,0.00,149.85,-0.00,0.00,730.92,0.00
19.34,59.00,0.00,0.00,16.64,25.35,24.15,84.00,45.13,68.63,0.00,192.98,0.00,0.00,749.93,-0.00
18.68,64.62,0.00,0.00,15.83,26.64,22.00,84.86,42.41,80.22,0.00,259.18,-0.00,0.00,712.17,0.00
18.24,68.62,0.00,0.00,16.21,28.08,23.13,81.20,38.36,73.61,19.98,284.94,0.00,86.39,726.70,-0.00
17.89,73.38,0.00,0.00,18.55,28.67,21.41,73.35,41.87,83.91,85.13,238.52,-0.00,400.01,785.12,0.00
17.32,81.00,0.00,0.00,21.75,27.96,21.31,60.48,44.62,86.10,121.60,201.22,0.00,613.92,732.63,-0.00
16.85,84.00,0.00,0.00,23.96,28.61,20.01,47.40,38.37,94.72,149.55,167.87,0.00,729.46,780.66,0.00
16.64,84.00,0.00,0.00,25.30,27.71,21.41,45.32,42.76,84.70,192.21,164.94,-0.00,746.93,577.85,0.00
16.04,83.38,0.00,0.00,26.51,26.78,21.23,42.83,51.76,86.30,256.72,154.09,0.00,705.40,253.42,0.00
15.95,83.00,19.56,84.56,27.73,25.49,21.30,39.37,60.86,88.34,278.16,65.43,18.89,709.41,42.80,79.32
18.41,74.25,84.12,395.25,28.37,25.00,24.52,42.81,63.99,75.10,233.61,5.38,93.19,768.93,2.12,391.42
21.80,60.25,122.06,616.25,28.14,24.93,24.83,44.06,64.68,79.45,203.89,0.00,132.70,742.34,0.00,380.41
23.94,47.50,149.25,728.00,28.41,23.69,24.86,38.93,70.83,82.79,165.53,-0.00,143.27,769.77,0.00,66.56
25.25,45.50,191.44,743.94,27.78,23.78,27.64,42.57,70.57,70.26,165.69,0.00,170.93,580.48,-0.00,58.92
26.39,43.25,254.25,698.62,26.68,22.46,26.88,52.13,77.73,77.35,153.02,-0.00,343.73,251.65,0.00,268.68
27.43,40.38,271.38,692.12,25.43,22.75,25.28,61.12,75.74,87.43,65.16,0.00,408.74,42.62,-0.00,260.84
28.11,43.75,228.69,752.75,25.00,21.79,28.16,63.99,81.76,70.39,5.38,-0.00,440.81,2.12,-0.00,109.18
28.30,43.50,206.56,752.06,24.93,21.56,28.17,64.65,84.61,67.65,0.00,-0.00,340.20,0.00,-0.00,206.19
28.24,39.50,163.19,758.88,23.97,20.64,26.97,69.47,90.80,67.76,-0.00,-0.00,205.69,0.00,0.00,561.46
27.83,42.38,166.44,583.12,23.59,21.10,27.54,71.53,86.66,63.74,0.00,0.00,148.98,-0.00,-0.00,354.06
26.60,52.50,151.94,249.88,22.69,21.12,27.95,76.49,87.03,61.74,-0.00,0.00,114.86,0.00,0.00,160.18
25.38,61.38,64.88,42.44,22.55,21.41,27.25,76.81,87.67,65.47,0.00,19.04,53.44,-0.00,79.94,14.26
25.00,64.00,5.38,2.12,21.98,23.84,24.76,80.69,79.17,79.47,-0.00,89.04,3.89,-0.00,373.96,0.23
24.94,64.62,0.00,0.00,21.68,24.97,25.04,83.86,78.67,79.10,-0.00,134.07,0.00,-0.00,384.33,-0.00
24.21,68.12,0.00,0.00,20.96,25.43,23.93,88.84,79.70,85.15,-0.00,149.54,-0.00,0.00,69.47,0.00
23.43,72.50,0.00,0.00,20.94,27.13,25.78,87.64,73.01,73.32,-0.00,165.15,0.00,0.00,56.93,-0.00
22.89,75.25,0.00,0.00,21.06,26.81,24.27,87.39,77.74,82.15,-0.00,342.05,-0.00,0.00,267.37,0.00
22.39,77.88,0.00,0.00,21.46,25.64,24.62,87.34,85.28,79.03,19.12,419.93,0.00,80.25,267.98,-0.00
22.14,79.62,0.00,0.00,23.49,27.68,24.35,81.21,73.01,80.24,86.96,426.56,-0.00,365.23,105.65,0.00
21.79,83.12,0.00,0.00,25.04,27.99,24.55,78.27,68.52,78.93,134.76,336.07,0.00,386.29,203.69,-0.00
21.23,86.88,0.00,0.00,25.71,26.85,22.52,78.16,68.38,87.72,152.68,203.87,-0.00,70.92,556.51,-0.00
20.81,88.62,0.00,0.00,26.88,27.01,21.76,74.38,66.37,87.92,162.27,143.71,-0.00,55.94,341.53,-0.00
21.01,87.75,0.00,0.00,26.78,27.27,21.04,77.93,65.06,89.47,341.22,109.77,-0.00,266.71,153.09,-0.00
21.51,87.00,19.19,80.56,25.82,26.75,20.62,84.20,67.99,88.77,425.53,51.66,16.02,271.55,13.78,5.96
23.20,83.25,84.88,356.50,27.44,25.36,22.67,74.31,76.36,77.82,419.44,4.07,96.19,103.88,0.24,50.28
25.10,77.88,135.44,388.25,27.90,25.33,22.97,68.95,77.49,80.05,334.00,0.00,177.87,202.44,-0.00,94.63
25.95,76.62,155.81,72.38,26.78,24.55,23.85,68.69,81.70,78.83,202.97,-0.00,246.73,554.04,0.00,44.84
26.66,75.75,159.38,54.94,26.74,25.13,23.84,67.69,77.10,82.76,141.08,0.00,285.88,335.26,-0.00,42.68
26.75,78.12,340.38,266.06,26.93,24.12,24.21,66.72,83.02,83.14,107.23,-0.00,282.90,149.54,0.00,23.13
25.98,83.12,431.12,275.12,26.50,24.03,25.70,69.24,82.64,76.07,50.77,0.00,358.49,13.55,-0.00,42.61
27.23,75.62,412.31,102.12,25.66,23.80,25.68,74.81,83.62,78.36,4.16,-0.00,342.15,0.24,0.00,34.20
27.83,69.38,331.94,201.19,25.48,23.90,28.28,76.68,82.96,66.29,0.00,0.00,369.93,-0.00,-0.00,47.90
26.73,69.00,202.06,551.56,24.86,22.73,25.98,79.98,86.42,78.40,-0.00,-0.00,254.36,0.00,-0.00,46.35
26.51,69.00,138.44,329.00,24.80,22.09,25.30,78.99,85.96,79.95,0.00,-0.00,123.28,-0.00,0.00,20.42
26.64,68.38,104.69,146.00,24.05,21.61,23.71,83.45,86.11,90.39,-0.00,0.00,89.64,0.00,-0.00,21.65
26.29,70.50,49.88,13.31,23.74,21.26,24.95,84.44,85.08,74.50,0.00,16.82,39.23,-0.00,6.26,47.35
25.91,73.25,4.25,0.25,23.53,22.40,22.23,85.31,79.41,84.83,-0.00,94.38,4.50,0.00,49.33,10.51
25.61,75.88,0.00,0.00,23.58,23.22,23.75,84.98,78.65,76.01,0.00,181.22,0.00,-0.00,96.41,0.00
25.12,78.25,0.00,0.00,22.84,24.27,23.46,85.77,76.61,78.79,-0.00,254.59,-0.00,-0.00,46.26,-0.00
24.52,80.88,0.00,0.00,22.25,24.47,22.81,84.98,79.32,79.82,-0.00,300.13,0.00,0.00,44.81,0.00
23.99,83.88,0.00,0.00,21.90,24.83,21.74,84.43,79.76,89.04,0.00,296.64,-0.00,0.00,24.26,-0.00
23.49,86.25,0.00,0.00,21.58,26.01,24.32,83.23,74.47,83.50,17.22,366.69,0.00,6.41,43.59,0.00
23.30,87.00,0.00,0.00,22.26,26.34,25.23,80.20,74.99,86.86,93.47,359.92,-0.00,48.85,35.97,0.00
23.30,87.00,0.00,0.00,23.35,27.67,25.86,77.95,69.45,85.35,182.89,355.09,-0.00,97.30,45.98,0.00
22.93,85.12,0.00,0.00,24.48,26.56,25.23,75.49,75.39,88.98,258.51,265.90,-0.00,46.98,48.46,0.00
22.39,84.00,0.00,0.00,24.79,25.88,24.24,77.60,76.91,93.11,307.25,128.80,0.00,45.88,21.34,0.00
22.14,82.75,0.00,0.00,25.14,24.38,23.92,78.07,86.44,92.25,303.51,94.38,-0.00,24.82,22.80,0.00
21.85,81.38,17.62,6.56,26.16,24.30,24.73,73.68,78.25,85.99,370.78,37.58,23.49,44.07,45.36,96.03
22.14,81.00,92.56,48.38,26.67,22.69,23.84,73.30,82.22,93.85,368.80,4.65,77.78,36.86,10.88,344.53
23.46,77.25,184.56,98.19,27.36,23.30,26.16,71.04,78.63,80.09,347.67,0.00,133.03,45.02,0.00,552.39
24.66,74.38,262.44,47.69,26.85,23.09,27.21,73.89,81.02,76.70,271.67,-0.00,179.04,49.51,0.00,583.11
25.06,75.88,314.38,46.94,26.16,22.46,29.51,75.40,81.91,67.55,131.55,0.00,278.57,21.79,-0.00,343.49
25.41,76.38,310.38,25.38,24.71,22.00,29.11,84.47,87.46,66.81,96.75,-0.00,213.66,23.37,0.00,36.22
26.29,72.88,374.88,44.56,23.98,23.89,26.13,80.12,86.19,75.96,36.76,0.00,124.57,44.37,-0.00,1.59
26.95,71.62,377.69,37.75,22.91,25.13,22.34,80.92,87.49,86.27,4.73,-0.00,163.64,11.07,-0.00,4.17
27.10,72.62,340.25,44.06,23.07,25.72,21.90,79.94,86.18,83.21,0.00,-0.00,201.19,0.00,-0.00,6.04
27.10,72.38,277.44,50.56,22.90,25.39,23.32,82.14,87.99,75.90,0.00,-0.00,191.38,0.00,0.00,8.04
26.41,73.88,134.31,22.25,22.29,24.73,21.72,82.95,90.05,83.55,-0.00,-0.00,174.39,-0.00,0.00,21.01
25.00,82.50,99.12,23.94,22.13,24.45,22.13,86.67,89.00,77.96,0.00,-0.00,114.61,0.00,0.00,34.62
23.71,82.00,35.94,43.38,23.68,24.66,23.10,87.53,86.44,72.08,-0.00,23.37,64.51,-0.00,95.55,137.44
23.11,79.62,4.81,11.25,25.08,24.36,23.88,87.81,90.61,66.98,0.00,80.89,7.60,-0.00,358.29,20.81
22.88,81.25,0.00,0.00,25.66,26.00,22.88,86.59,81.04,70.65,0.00,131.51,0.00,-0.00,546.10,0.00
22.74,83.25,0.00,0.00,25.47,27.29,23.33,87.49,76.29,67.51,0.00,180.02,-0.00,-0.00,586.31,-0.00
22.14,84.00,0.00,0.00,24.98,29.19,21.27,88.53,69.21,82.03,-0.00,272.32,0.00,-0.00,335.78,0.00
22.24,85.88,0.00,0.00,24.71,28.71,20.59,87.38,68.85,87.33,0.00,207.86,-0.00,0.00,35.23,-0.00
23.50,88.88,0.00,0.00,24.62,26.26,21.29,86.66,75.23,82.84,23.31,125.81,0.00,95.30,1.60,0.00
25.04,88.12,0.00,0.00,24.62,22.57,20.13,89.00,84.88,89.82,82.45,166.45,-0.00,365.18,4.24,-0.00
25.60,87.00,0.00,0.00,25.92,21.71,20.89,81.52,84.35,83.82,130.76,198.57,0.00,542.95,5.96,-0.00
25.54,87.00,0.00,0.00,27.33,22.69,19.25,76.09,79.64,92.70,180.51,183.50,0.00,587.90,7.71,0.00
25.19,87.00,0.00,0.00,29.02,22.22,19.84,70.05,80.78,92.34,269.19,181.07,0.00,331.92,21.82,-0.00
24.94,85.75,0.00,0.00,28.51,22.66,22.06,69.86,75.23,82.26,204.96,119.27,-0.00,34.74,36.03,-0.00
24.59,86.88,23.25,95.06,26.33,23.20,21.70,74.87,71.54,91.20,126.44,65.00,21.98,1.61,138.50,40.24
24.84,87.38,84.00,372.06,22.69,23.48,21.98,84.19,68.99,94.18,167.85,7.39,80.83,4.27,20.25,47.30
25.85,82.00,130.00,539.81,21.62,22.84,22.38,84.93,70.83,95.06,197.25,0.00,157.01,5.92,0.00,15.04
27.36,75.88,181.00,589.50,22.38,22.81,23.27,81.51,70.19,91.15,179.56,-0.00,236.49,7.55,-0.00,41.99
28.88,70.88,266.06,328.06,22.47,21.54,24.37,79.39,80.51,85.96,184.41,0.00,330.70,22.22,0.00,204.06
28.34,70.88,202.06,34.25,22.92,20.82,26.07,73.87,85.92,75.36,121.61,-0.00,345.69,36.74,-0.00,470.98
26.39,74.50,127.06,1.62,23.25,21.08,26.17,71.27,84.11,74.31,65.25,0.00,366.79,139.03,0.00,422.63
22.79,83.50,169.25,4.31,23.28,20.42,27.77,69.99,88.03,66.02,7.29,-0.00,440.53,19.97,-0.00,227.96
